reference,subtype,gene,donors,effect,positive_fraction,p,loo_min,q
all,MG_ON,GDF6,87,0.02517127256725052,0.20689655172413793,0.1363985378158136,0.01734184069785523,0.18992201468024678
all,MG_ON,GNAI1,87,0.44154666269019854,0.9540229885057471,9.50592231187989e-16,0.4357476006923919,1.1950302334934718e-13
all,MG_ON,CHRNB2,87,-0.314186535703093,0.20689655172413793,6.102764587914273e-10,-0.3233789940429755,1.6782602616764252e-08
all,MG_ON,GLDN,87,2.0804184984863716,0.9885057471264368,7.989098714773312e-16,2.061605058329936,1.1950302334934718e-13
all,MG_ON,DLGAP1,87,0.11219110395725716,0.7701149425287356,2.173052993619357e-10,0.10682850387373162,6.374288781283447e-09
all,MG_ON,DTX3L,87,-0.47019812657829774,0.13793103448275862,3.265080241451189e-10,-0.49691501258030985,9.268614878958214e-09
all,MG_ON,LPAR1,87,-1.5596195849869978,0.14942528735632185,1.0860686619413974e-13,-1.5888772199406744,5.030212750044367e-12
all,MG_ON,PDLIM5,87,-0.0313312031488778,0.41379310344827586,0.2711486088030829,-0.036768032624165795,0.3408725367810185
all,MG_ON,KIAA1217,87,0.7048246944771902,0.7471264367816092,4.243310135420902e-07,0.6714324825966135,2.8288734236139345e-06
all,MG_ON,FGF18,87,0.21455358899622526,0.5862068965517241,0.00026720126628085604,0.2019394767105765,0.0010835811720145314
all,MG_ON,MAN1A2,87,0.0758593073823987,0.6896551724137931,1.207159391190462e-05,0.06823044291284262,5.967979012627003e-05
all,MG_ON,IGF1,87,-0.046312048546112955,0.45977011494252873,0.6809092386283413,-0.05975897593363475,0.7271846237778402
all,MG_ON,IGFBP5,87,-1.2183198654715444,0.12643678160919541,1.5185896151497698e-13,-1.241783465135542,6.681794306658988e-12
all,MG_ON,IL1RAPL2,87,-0.8733801268427422,0.022988505747126436,7.997590837256303e-16,-0.8861556017143621,1.1950302334934718e-13
all,MG_ON,IRX1,87,-0.34861357024435696,0.14942528735632185,1.1929702005748397e-12,-0.35727577384570625,4.771880802299358e-11
all,MG_ON,SLC16A2,87,-0.510839261671013,0.16091954022988506,1.8418621496073123e-10,-0.5511320716193392,5.589098936739431e-09
all,MG_ON,OPN4,87,0.13622916765280785,0.6551724137931034,0.02260618311476902,0.1125000997051513,0.040933006462956244
all,MG_ON,OSTF1,87,0.529645069016173,0.9655172413793104,9.537678465970217e-15,0.5144358118829122,7.134233982355262e-13
all,MG_ON,KSR1,87,-0.10262707982647032,0.3103448275862069,8.741654162324659e-07,-0.10816502587279826,5.2368915990090475e-06
all,MG_ON,SLC7A8,87,0.30187363589813243,0.8850574712643678,8.819936932573594e-14,0.2951981256066702,4.311969167035979e-12
all,MG_ON,KCNC4,87,-0.5612077140316469,0.011494252873563218,1.0539209292115727e-14,-0.5961822303809087,7.134233982355262e-13
all,MG_ON,PLEKHA2,87,-0.7275421609477981,0.13793103448275862,1.9480611010176752e-12,-0.747935474266238,7.142890703731475e-11
all,MG_ON,TMEM200A,87,0.31990350980499693,0.8390804597701149,1.1262288805807314e-09,0.30206542945637554,2.831661185460125e-08
all,MG_ON,SRPX2,87,-0.004617201939373023,0.2413793103448276,0.7032346265233438,-0.012418412898046682,0.7429129307809634
all,MG_ON,TGFBR3,87,-0.22724901192326613,0.25287356321839083,3.883214477798111e-06,-0.2704142806742293,2.0710477214923258e-05
all,MG_ON,SLC44A5,87,-0.20207799145727381,0.3448275862068966,0.003008138119361097,-0.23287658079985676,0.008608608017394083
all,MG_ON,SDK1,87,-0.22200322606718706,0.28735632183908044,1.950517833064967e-05,-0.23553371059700526,9.22825641450092e-05
all,MG_ON,CAV2,87,-0.2201360610980514,0.16091954022988506,3.5439767450295385e-09,-0.22868921738719214,8.428917663854038e-08
all,MG_ON,TMEM144,87,0.14058064086464406,0.6666666666666666,0.00181299064442485,0.12802546690522948,0.005738963190985137
all,MG_ON,RBMS3,87,0.9097605084453122,0.9885057471264368,5.853462648440117e-16,0.898143247313051,1.1950302334934718e-13
all,MG_ON,VAT1L,87,-0.37176246393598117,0.10344827586206896,2.3314556789104436e-12,-0.38226830478825935,8.206723989764762e-11
all,MG_ON,HFE,87,-0.08123411564792304,0.2988505747126437,0.02463992613945145,-0.09112193590927063,0.043937332677074906
all,MG_ON,BRINP1,87,0.037381065706621114,0.6436781609195402,0.01698336301164942,0.03185706970921819,0.031898211576011526
all,MG_ON,PARM1,87,-0.0696415670002891,0.367816091954023,0.00650008409834108,-0.07845499484010526,0.015294315525508423
all,MG_ON,VEGFC,87,-0.02720732249131107,0.41379310344827586,0.2738698434815138,-0.048773152631846575,0.34282427064542265
all,MG_ON,ITGA7,87,-0.22228718999423033,0.25287356321839083,3.17082034668994e-08,-0.2320650907781763,6.643623583540827e-07
all,MG_ON,PTPRT,87,-0.7478952045175018,0.3333333333333333,1.98787199667995e-05,-0.7788693607528622,9.35469174908212e-05
all,MG_ON,SHROOM3,87,-0.002289214684451378,0.5977011494252874,0.451230403953525,-0.015609451889763778,0.5170348378634141
all,MG_ON,CTXN3,87,0.11524890216899088,0.5747126436781609,0.000569835690762352,0.10403263696149025,0.002189761606423012
all,MG_ON,DDX60,87,-0.6154463086534081,0.13793103448275862,4.796045569023217e-11,-0.6391516355224703,1.6232769618232425e-09
all,MG_ON,KBTBD11,87,-0.16156056052243054,0.2988505747126437,0.0005669523355632669,-0.18468863761681628,0.0021882370846301527
all,MG_ON,MAN1A1,87,-0.9030819006563291,0.22988505747126436,8.19018053522225e-10,-0.9306752013069843,2.1770419235855388e-08
all,MG_ON,RASGRP1,87,0.07995851169026628,0.6436781609195402,0.0025470615957034915,0.07003256732161964,0.007521524175231787
all,PG_OFF,ENPP2,34,1.1283445530714344,0.8529411764705882,6.12498825505202e-06,1.0842892849420154,3.189342996713478e-05
all,PG_OFF,GDF6,34,0.05424087069643711,0.029411764705882353,0.00046925417321687634,-0.03720231046828486,0.001835305210803783
all,PG_OFF,GNAI1,34,0.5262310668031075,1.0,3.6528331903033e-07,0.5128000024223227,2.5511850852911936e-06
all,PG_OFF,CHRNB2,34,-0.27328748450681956,0.3235294117647059,0.023494996380650893,-0.3109751730637059,0.042195095540760785
all,PG_OFF,GLDN,34,-2.2258531251941265,0.0,3.6528331903033e-07,-2.265623267401899,2.5511850852911936e-06
all,PG_OFF,DLGAP1,34,-1.9552269547866643,0.0,3.6528331903033e-07,-1.9731355978398748,2.5511850852911936e-06
all,PG_OFF,DTX3L,34,-0.0018169194944822674,0.5,0.764795830662324,-0.044094545248555723,0.7983633819488081
all,PG_OFF,LPAR1,34,-1.294271385074543,0.058823529411764705,9.674239368716006e-07,-1.3506784659722497,5.675553762980057e-06
all,PG_OFF,PDLIM5,34,-1.5178741932496047,0.0,3.6528331903033e-07,-1.5502329828958645,2.5511850852911936e-06
all,PG_OFF,KIAA1217,34,0.3056497862199244,0.7352941176470589,0.06864047892735296,0.2292220616702243,0.1055133427646297
all,PG_OFF,FGF18,34,0.2208040498960982,0.5588235294117647,0.17409178999509678,0.1675167427341302,0.2342519498404972
all,PG_OFF,MAN1A2,34,0.0419145700515116,0.5882352941176471,0.23475155099841394,0.02617428376427864,0.3055937350275211
all,PG_OFF,IGF1,34,-0.21543101932976222,0.2647058823529412,0.021477624946801208,-0.24693703464593567,0.03896971124368054
all,PG_OFF,IGFBP5,34,1.3671456223161693,0.9411764705882353,6.815882778478537e-07,1.2674755653685308,4.194389402140638e-06
all,PG_OFF,IL1RAPL2,34,-5.344446120418024,0.0,3.6528331903033e-07,-5.4284311070666895,2.5511850852911936e-06
all,PG_OFF,IRX1,34,-2.311892272711703,0.0,3.6528331903033e-07,-2.362111196033983,2.5511850852911936e-06
all,PG_OFF,SLC16A2,34,0.6726921721063502,0.8529411764705882,2.505640798264295e-05,0.6363519308773649,0.00011605073170908314
all,PG_OFF,OPN4,34,-0.7361241755451268,0.20588235294117646,6.094213954657031e-05,-0.7875807963866197,0.0002694928783968938
all,PG_OFF,OSTF1,34,0.2670599876135699,0.7647058823529411,0.00029929094797299607,0.24517327384610038,0.0012081469459460394
all,PG_OFF,KSR1,34,0.21460481577220736,0.7352941176470589,0.00016339047291728134,0.19327874038101134,0.0006782246045622999
all,PG_OFF,SLC7A8,34,0.6135515739108935,1.0,3.6528331903033e-07,0.5974730440193292,2.5511850852911936e-06
all,PG_OFF,KCNC4,34,-1.065167020108268,0.029411764705882353,3.996660616397183e-07,-1.1011266203728876,2.6847796507095576e-06
all,PG_OFF,PLEKHA2,34,2.5916093964644094,1.0,3.6528331903033e-07,2.5691633657062787,2.5511850852911936e-06
all,PG_OFF,TMEM200A,34,-4.184128031427146,0.0,3.6528331903033e-07,-4.273374032982565,2.5511850852911936e-06
all,PG_OFF,SRPX2,34,-0.03635063453887934,0.0,1.8215297148968006e-05,-0.037452168918845376,8.664573778968565e-05
all,PG_OFF,TGFBR3,34,-1.0670576030954853,0.029411764705882353,8.124840823396329e-07,-1.1134758737354036,4.965180503186645e-06
all,PG_OFF,SLC44A5,34,-0.15354537733543303,0.5588235294117647,0.7004807462037999,-0.21578102616291556,0.7408930969463268
all,PG_OFF,SDK1,34,2.451330692073236,1.0,3.6528331903033e-07,2.423791850134199,2.5511850852911936e-06
all,PG_OFF,CAV2,34,-0.9438516479126439,0.029411764705882353,4.780391939239684e-07,-0.9804066449805349,3.1161073381710535e-06
all,PG_OFF,TMEM144,34,-0.07772266092022236,0.47058823529411764,0.9931795603343961,-0.12212875672611061,0.9999977266524812
all,PG_OFF,RBMS3,34,0.07692298010497722,0.47058823529411764,0.40700200392188557,0.046292157209550586,0.47126547822534115
all,PG_OFF,VAT1L,34,-2.002952364261343,0.0,3.6528331903033e-07,-2.0348557291565457,2.5511850852911936e-06
all,PG_OFF,HFE,34,-0.1110934805912294,0.058823529411764705,0.0002613430922667152,-0.13771196904074132,0.0010647311166421729
all,PG_OFF,BRINP1,34,-0.1028571294338065,0.5588235294117647,0.4167431646669484,-0.1153622867316792,0.4806474245175814
all,PG_OFF,PARM1,34,-2.471236374121694,0.0,3.6528331903033e-07,-2.5148644534155222,2.5511850852911936e-06
all,PG_OFF,VEGFC,34,0.02190857674706778,0.20588235294117646,0.1138088015653574,-0.06779792200221417,0.164452783871124
all,PG_OFF,ITGA7,34,0.3146365279687908,0.7941176470588235,0.0003196687233778696,0.2826051502007325,0.00127288903426482
all,PG_OFF,PTPRT,34,-2.2056308302587246,0.029411764705882353,3.996660616397183e-07,-2.2743048868610476,2.6847796507095576e-06
all,PG_OFF,SHROOM3,34,-0.5555627808934646,0.29411764705882354,0.000939058825595261,-0.6061686126589271,0.003142097971573497
all,PG_OFF,CTXN3,34,-0.15479309731082025,0.11764705882352941,0.000830666417232141,-0.1952719942456779,0.0027900246074972677
all,PG_OFF,DDX60,34,-0.09570919436860785,0.5294117647058824,0.8307759897121659,-0.1438580433337235,0.8570725333490107
all,PG_OFF,KBTBD11,34,0.3930893979490497,0.7352941176470589,0.006732426799731627,0.3351009085691116,0.01579876155670355
all,PG_OFF,MAN1A1,34,-1.3325144388401033,0.08823529411764706,7.195054420722183e-06,-1.4325522162254563,3.6599120752806476e-05
all,PG_OFF,RASGRP1,34,-0.7191318034274159,0.029411764705882353,4.37161410332884e-07,-0.7466060647613212,2.892496549570962e-06
all,PG_ON,ENPP2,36,0.06961327090378476,0.5833333333333334,0.3962313621824406,0.03446709031677365,0.46532515706725897
all,PG_ON,GDF6,36,-0.039629736619148606,0.0,2.7015948487105505e-05,-0.04076201480826713,0.0001244713856997531
all,PG_ON,GNAI1,36,-1.0930988519820697,0.027777777777777776,1.990738731181765e-07,-1.1293821776673862,1.9251099818021462e-06
all,PG_ON,CHRNB2,36,0.0335093801853025,0.5555555555555556,0.38754305444549786,0.003091695028306063,0.46100409795315045
all,PG_ON,GLDN,36,-1.1850151485127327,0.1111111111111111,1.528783915447347e-06,-1.2461198405688174,8.62390926662606e-06
all,PG_ON,DLGAP1,36,-3.366282502055184,0.0,1.680295787277147e-07,-3.391413862095491,1.8716997688066983e-06
all,PG_ON,DTX3L,36,-0.7042281140420537,0.16666666666666666,2.216796732388737e-05,-0.7538640817089574,0.00010321593251333801
all,PG_ON,LPAR1,36,-1.5929256151428557,0.0,1.680295787277147e-07,-1.6269535684493601,1.8716997688066983e-06
all,PG_ON,PDLIM5,36,-1.4591843651426677,0.0,1.680295787277147e-07,-1.482334963450265,1.8716997688066983e-06
all,PG_ON,KIAA1217,36,-0.7485325421339996,0.2777777777777778,0.001769580216687318,-0.8263621207665464,0.005621771085504837
all,PG_ON,FGF18,36,0.22428546829028922,0.75,0.06839026760462898,0.19200568527005335,0.1055133427646297
all,PG_ON,MAN1A2,36,0.013350916010729044,0.5555555555555556,0.41395706157368684,0.004476956872687156,0.47806064853654123
all,PG_ON,IGF1,36,-0.17148447453206497,0.3055555555555556,0.008305865832545832,-0.20819770927508402,0.01893565267523402
all,PG_ON,IGFBP5,36,4.688889072433479,1.0,1.680295787277147e-07,4.6158365239366015,1.8716997688066983e-06
all,PG_ON,IL1RAPL2,36,-5.509777013789012,0.0,1.680295787277147e-07,-5.560464748234439,1.8716997688066983e-06
all,PG_ON,IRX1,36,-0.4094514954798681,0.1111111111111111,1.0116346411886599e-05,-0.43196170895298025,5.087077052834404e-05
all,PG_ON,SLC16A2,36,0.18296761161520705,0.6666666666666666,0.10904980658896168,0.13820862652461285,0.15884092450225606
all,PG_ON,OPN4,36,0.4140448536345559,0.75,0.030154171915371796,0.3469032246819011,0.051726454747616335
all,PG_ON,OSTF1,36,-0.5906935887343154,0.08333333333333333,3.884841524874758e-07,-0.6093712101816356,2.670828548351396e-06
all,PG_ON,KSR1,36,0.16454314726694522,0.8055555555555556,0.0001734609648926875,0.147716927507789,0.00071664623993223
all,PG_ON,SLC7A8,36,0.2413700205192081,0.8611111111111112,5.3996741764633145e-05,0.21988848930782143,0.0002399855189539251
all,PG_ON,KCNC4,36,1.0865927065251666,0.9722222222222222,1.829161137697455e-07,1.0573993548046883,1.8716997688066983e-06
all,PG_ON,PLEKHA2,36,1.8551647982493096,1.0,1.680295787277147e-07,1.8258899212397839,1.8716997688066983e-06
all,PG_ON,TMEM200A,36,-3.3015711040185383,0.0,1.680295787277147e-07,-3.3750994593974917,1.8716997688066983e-06
all,PG_ON,SRPX2,36,0.004057056475658649,0.027777777777777776,0.0001464592067024292,-0.03724807353516664,0.0006166703440102282
all,PG_ON,TGFBR3,36,-0.4532704184762125,0.3611111111111111,0.005971347508398796,-0.4852677171007345,0.0142021238037593
all,PG_ON,SLC44A5,36,-0.1636705812277565,0.4722222222222222,0.2853765978030359,-0.2764322842362634,0.354483067518621
all,PG_ON,SDK1,36,0.876882734776526,0.9444444444444444,2.3562813823626276e-07,0.8539960975458465,2.1947377237923977e-06
all,PG_ON,CAV2,36,0.6599288285491925,0.9722222222222222,1.990738731181765e-07,0.6429207627526342,1.9251099818021462e-06
all,PG_ON,TMEM144,36,0.7025315506909491,0.9166666666666666,3.576364843288816e-07,0.6792469875985956,2.5511850852911936e-06
all,PG_ON,RBMS3,36,0.8075248365240512,0.9722222222222222,1.990738731181765e-07,0.7848595851736206,1.9251099818021462e-06
all,PG_ON,VAT1L,36,-0.5113967258408548,0.2222222222222222,7.524379527214649e-05,-0.5447225118949722,0.000326179999209305
all,PG_ON,HFE,36,-0.12696924811468954,0.05555555555555555,0.0001005008638023731,-0.1404586493338579,0.00043141834217604063
all,PG_ON,BRINP1,36,-0.10882892856092886,0.3611111111111111,0.023677467374288427,-0.12123558429396318,0.04243619407204443
all,PG_ON,PARM1,36,0.24691396664437637,0.6666666666666666,0.0029848033947216072,0.21579432397170908,0.008608608017394083
all,PG_ON,VEGFC,36,0.24319916117100876,0.3611111111111111,0.40700200392188557,0.1778242015396847,0.47126547822534115
all,PG_ON,ITGA7,36,0.6049766858177854,0.8888888888888888,3.5759443469322924e-06,0.5784834145846635,1.9187994056709862e-05
all,PG_ON,PTPRT,36,5.052792027553725,1.0,1.680295787277147e-07,4.988526380747357,1.8716997688066983e-06
all,PG_ON,SHROOM3,36,0.3311588041020541,0.75,0.02568764508493112,0.2860055666580566,0.04512001531884109
all,PG_ON,CTXN3,36,-0.11210650637958958,0.2222222222222222,0.02674695290138831,-0.1577883581460309,0.04670102887543991
all,PG_ON,DDX60,36,0.6882700705320068,0.8611111111111112,1.1144121679011336e-06,0.6648202754950653,6.451859919427615e-06
all,PG_ON,KBTBD11,36,0.8625614196706848,0.8611111111111112,3.1367755209638417e-05,0.8155028874878498,0.0001437688780441761
all,PG_ON,MAN1A1,36,5.461278319574036,1.0,1.680295787277147e-07,5.422595032847517,1.8716997688066983e-06
all,PG_ON,RASGRP1,36,-0.006747576770511459,0.5,0.9124299753769707,-0.03445553940364687,0.9261111630123808
all,ipRGC,ENPP2,15,-0.6089214794495897,0.06666666666666667,0.0008052762369668133,-0.6742112962779235,0.0027255503405030604
all,ipRGC,GDF6,15,0.15858689278635438,0.06666666666666667,0.10974463874701328,-0.02146690500022611,0.15884092450225606
all,ipRGC,GNAI1,15,0.3367206323648657,0.8,0.046826465481518996,0.2865004968956414,0.07702297125932096
all,ipRGC,CHRNB2,15,-0.3168150251687564,0.4666666666666667,0.39424586721077726,-0.4075189618512078,0.46532515706725897
all,ipRGC,GLDN,15,1.793874349085349,1.0,0.0006549583433856956,1.5835655804826405,0.0022691470164543782
all,ipRGC,DLGAP1,15,-0.603622608922191,0.0,0.0006549583433856956,-0.6209286146574444,0.0022691470164543782
all,ipRGC,DTX3L,15,-1.0039678518719097,0.06666666666666667,0.0012063162374293,-1.1109051613526577,0.003902787826977147
all,ipRGC,LPAR1,15,-1.4177082709829862,0.13333333333333333,0.002162232660801691,-1.5622487932689666,0.006593225974758797
all,ipRGC,PDLIM5,15,-3.010332343308327,0.0,0.0006549583433856956,-3.0987077825677836,0.0022691470164543782
all,ipRGC,KIAA1217,15,3.7955861868792935,1.0,0.0006549583433856956,3.632106881909142,0.0022691470164543782
all,ipRGC,FGF18,15,0.07330334865888645,0.4666666666666667,0.6909447568979337,-0.06975150847845267,0.7343374227900744
all,ipRGC,MAN1A2,15,0.4044998766517206,1.0,0.0006549583433856956,0.359396854328283,0.0022691470164543782
all,ipRGC,IGF1,15,-0.1959227080275152,0.2,0.2329791081812148,-0.30365908520899676,0.30373572622143563
all,ipRGC,IGFBP5,15,-2.0666408746970744,0.13333333333333333,0.0012063162374293,-2.2293467675213994,0.003902787826977147
all,ipRGC,IL1RAPL2,15,-5.334799596239666,0.0,0.0006549583433856956,-5.509026091703233,0.0022691470164543782
all,ipRGC,IRX1,15,-0.3649984116160262,0.3333333333333333,0.035600712158880415,-0.4220237815503706,0.059826423052929296
all,ipRGC,SLC16A2,15,-0.4446070445405885,0.3333333333333333,0.13975586593901426,-0.5963912787921999,0.19428935549183657
all,ipRGC,OPN4,15,4.328378895697385,1.0,0.0006549583433856956,4.209138086992358,0.0022691470164543782
all,ipRGC,OSTF1,15,1.3909203417862943,1.0,0.0006549583433856956,1.3297316170949784,0.0022691470164543782
all,ipRGC,KSR1,15,-0.7130071822792563,0.06666666666666667,0.0008052762369668133,-0.7683851834372218,0.0027255503405030604
all,ipRGC,SLC7A8,15,0.05450136174850506,0.5333333333333333,0.5700608835629815,0.009646676670119916,0.6337354945722443
all,ipRGC,KCNC4,15,-0.023450214788466747,0.4,0.8647045760375567,-0.1215955822180551,0.8879716666590989
all,ipRGC,PLEKHA2,15,0.22724101385944037,0.6666666666666666,0.39424586721077726,0.030454891825930832,0.46532515706725897
all,ipRGC,TMEM200A,15,-0.6849758014869017,0.13333333333333333,0.0053856650166407526,-0.7569999667233187,0.013020289051219401
all,ipRGC,SRPX2,15,-0.03733067048756291,0.0,0.00221772146423705,-0.03999714695096026,0.006593225974758797
all,ipRGC,TGFBR3,15,-0.8100201218209295,0.26666666666666666,0.05347436715448431,-1.0623136174707528,0.08509483380822096
all,ipRGC,SLC44A5,15,-1.2078145675057794,0.2,0.004514052854917142,-1.3420740794578567,0.011127077065341974
all,ipRGC,SDK1,15,-3.391707088001224,0.0,0.0006549583433856956,-3.5189626056976917,0.0022691470164543782
all,ipRGC,CAV2,15,0.4649216728676324,0.8666666666666667,0.023095732617466554,0.41236913754376164,0.04162418445332584
all,ipRGC,TMEM144,15,-0.4213345819558248,0.4,0.046826465481518996,-0.49000056340515413,0.07702297125932096
all,ipRGC,RBMS3,15,1.4754141912794794,1.0,0.0006549583433856956,1.4324685414401996,0.0022691470164543782
all,ipRGC,VAT1L,15,-0.9359091361270819,0.06666666666666667,0.002162232660801691,-1.0402527736121896,0.006593225974758797
all,ipRGC,HFE,15,0.07109251187174258,0.13333333333333333,0.10942115881922926,-0.05947714665729818,0.15884092450225606
all,ipRGC,BRINP1,15,-0.4850152127412792,0.06666666666666667,0.0014697736899423489,-0.5521455093332033,0.004699011386268569
all,ipRGC,PARM1,15,0.42141761867450284,0.8666666666666667,0.008984997655215593,0.3415357667726631,0.02043100242012848
all,ipRGC,VEGFC,15,-0.10076039429135068,0.06666666666666667,0.015653550837455003,-0.20038151834287826,0.030208606879299132
all,ipRGC,ITGA7,15,-0.6587302892389055,0.3333333333333333,0.15563546075803855,-0.8053377701343976,0.21602398338655193
all,ipRGC,PTPRT,15,6.725204738608628,1.0,0.0006549583433856956,6.643073910409563,0.0022691470164543782
all,ipRGC,SHROOM3,15,-0.6814968377611023,0.4,0.06914397389751893,-0.843443735247944,0.10600469865821718
all,ipRGC,CTXN3,15,-0.2871940306974495,0.0,0.0009815397525216685,-0.3077078900329816,0.003271799175072228
all,ipRGC,DDX60,15,-1.1754963107648515,0.2,0.006406490222167371,-1.345301094638755,0.01511450776275412
all,ipRGC,KBTBD11,15,-0.5820997615627906,0.06666666666666667,0.0012063162374293,-0.6538270731183339,0.003902787826977147
all,ipRGC,MAN1A1,15,3.708561507494784,1.0,0.0006549583433856956,3.591758546559661,0.0022691470164543782
all,ipRGC,RASGRP1,15,3.3607755722303874,1.0,0.0006549583433856956,3.311033608970561,0.0022691470164543782
nonmidget,HRGC10,ENPP2,8,-0.8793751472612258,0.125,0.23672357063785732,-1.4859797063588025,0.307251832096334
nonmidget,HRGC10,GDF6,8,0.6783291488354005,0.375,0.3454475304692257,0.21745699151199846,0.42046172449919594
nonmidget,HRGC10,GNAI1,8,0.20727200942003615,0.625,0.40081416938293446,0.040477994474140404,0.46532515706725897
nonmidget,HRGC10,CHRNB2,8,-0.17636762220182958,0.625,0.8886378608950078,-0.3775264619059721,0.9030038309325714
nonmidget,HRGC10,GLDN,8,-1.295508082478837,0.125,0.04994997645474642,-1.6904706795924516,0.08035828021970173
nonmidget,HRGC10,DLGAP1,8,0.3978211121001869,0.875,0.017290280592906247,0.33798803594112314,0.031898211576011526
nonmidget,HRGC10,DTX3L,8,-0.16426107019655198,0.25,0.39802471950693774,-0.30362924766580923,0.46532515706725897
nonmidget,HRGC10,LPAR1,8,0.032238877425890766,0.625,0.779434528427275,-0.3203460249429422,0.8088471521415117
nonmidget,HRGC10,PDLIM5,8,-1.1892574385656636,0.125,0.017290280592906247,-1.3753360432482022,0.031898211576011526
nonmidget,HRGC10,KIAA1217,8,-2.9331245096120577,0.0,0.011718685599768632,-3.3063934695660704,0.023122070241695956
nonmidget,HRGC10,FGF18,8,-0.10621913409858041,0.5,0.6120898800892568,-0.31846156787829544,0.6691168875509887
nonmidget,HRGC10,MAN1A2,8,-0.1592651063171795,0.25,0.12348527214454895,-0.22505748960299687,0.17409782220613645
nonmidget,HRGC10,IGF1,8,0.15573494286524087,0.375,0.7353166906373405,-0.1293697832653183,0.772170271791002
nonmidget,HRGC10,IGFBP5,8,-4.3763228769264115,0.0,0.011718685599768632,-4.65719948403946,0.023122070241695956
nonmidget,HRGC10,IL1RAPL2,8,0.3674482975768911,0.75,0.40081416938293446,0.1522006761855383,0.46532515706725897
nonmidget,HRGC10,IRX1,8,-0.2101777938452161,0.5,0.5754030229127536,-0.3609055979151817,0.6337354945722443
nonmidget,HRGC10,SLC16A2,8,0.07115637462657615,0.25,0.5754030229127536,-0.47645475044094365,0.6337354945722443
nonmidget,HRGC10,OPN4,8,-2.794876168370461,0.125,0.017290280592906247,-3.315209264811973,0.031898211576011526
nonmidget,HRGC10,OSTF1,8,-0.7402643055423233,0.125,0.04994997645474642,-0.9225426752638326,0.08035828021970173
nonmidget,HRGC10,KSR1,8,-0.6383207568876066,0.0,0.011718685599768632,-0.7241711636644925,0.023122070241695956
nonmidget,HRGC10,SLC7A8,8,-0.16276078817565254,0.25,0.16142946236708322,-0.23358318460173866,0.21821494144859177
nonmidget,HRGC10,KCNC4,8,0.1364594720169791,0.75,0.20757844233562428,0.03437278503041398,0.27427782170472875
nonmidget,HRGC10,PLEKHA2,8,-0.4652133247352732,0.25,0.16142946236708322,-0.6314658708201399,0.21821494144859177
nonmidget,HRGC10,TMEM200A,8,2.1655948371203166,1.0,0.011718685599768632,1.9799031291123375,0.023122070241695956
nonmidget,HRGC10,SRPX2,8,0.5374291933880999,0.25,0.28504940740261275,0.2732073875609878,0.354483067518621
nonmidget,HRGC10,TGFBR3,8,0.8836770311438757,0.875,0.04994997645474642,0.7330091042412613,0.08035828021970173
