donor_id,sampleid,author_cell_type,n_cells,tissue,study
Chen_19_D016,Chen_rgc_10x3V31_19_D016_Macular_NeuN_T,HRGC10,36,macula lutea proper,Chen_rgc
Chen_19_D016,Chen_rgc_10x3V31_19_D016_Macular_NeuN_T,HRGC12,9,macula lutea proper,Chen_rgc
Chen_19_D016,Chen_rgc_10x3V31_19_D016_Macular_NeuN_T,HRGC14,6,macula lutea proper,Chen_rgc
Chen_19_D016,Chen_rgc_10x3V31_19_D016_Macular_NeuN_T,HRGC15,5,macula lutea proper,Chen_rgc
Chen_19_D016,Chen_rgc_10x3V31_19_D016_Macular_NeuN_T,HRGC18,14,macula lutea proper,Chen_rgc
Chen_19_D016,Chen_rgc_10x3V31_19_D016_Macular_NeuN_T,HRGC21,1,macula lutea proper,Chen_rgc
Chen_19_D016,Chen_rgc_10x3V31_19_D016_Macular_NeuN_T,HRGC22,7,macula lutea proper,Chen_rgc
Chen_19_D016,Chen_rgc_10x3V31_19_D016_Macular_NeuN_T,HRGC23,2,macula lutea proper,Chen_rgc
Chen_19_D016,Chen_rgc_10x3V31_19_D016_Macular_NeuN_T,HRGC24,1,macula lutea proper,Chen_rgc
Chen_19_D016,Chen_rgc_10x3V31_19_D016_Macular_NeuN_T,HRGC7,3,macula lutea proper,Chen_rgc
Chen_19_D016,Chen_rgc_10x3V31_19_D016_Macular_NeuN_T,HRGC8,6,macula lutea proper,Chen_rgc
Chen_19_D016,Chen_rgc_10x3V31_19_D016_Macular_NeuN_T,HRGC9,8,macula lutea proper,Chen_rgc
Chen_19_D016,Chen_rgc_10x3V31_19_D016_Macular_NeuN_T,MG_OFF,6683,macula lutea proper,Chen_rgc
Chen_19_D016,Chen_rgc_10x3V31_19_D016_Macular_NeuN_T,MG_ON,5128,macula lutea proper,Chen_rgc
Chen_19_D016,Chen_rgc_10x3V31_19_D016_Macular_NeuN_T,PG_OFF,1,macula lutea proper,Chen_rgc
Chen_19_D016,Chen_rgc_10x3V31_19_D016_Macular_NeuN_T,PG_ON,27,macula lutea proper,Chen_rgc
Chen_19_D016,Chen_rgc_10x3V31_19_D016_Macular_NeuN_T,ipRGC,69,macula lutea proper,Chen_rgc
Chen_19_D017,Chen_rgc_10x3V31_19_D017_Macular_NeuN_T,HRGC10,1,macula lutea,Chen_rgc
Chen_19_D017,Chen_rgc_10x3V31_19_D017_Macular_NeuN_T,HRGC11,2,macula lutea,Chen_rgc
Chen_19_D017,Chen_rgc_10x3V31_19_D017_Macular_NeuN_T,HRGC18,1,macula lutea,Chen_rgc
Chen_19_D017,Chen_rgc_10x3V31_19_D017_Macular_NeuN_T,HRGC24,1,macula lutea,Chen_rgc
Chen_19_D017,Chen_rgc_10x3V31_19_D017_Macular_NeuN_T,HRGC7,1,macula lutea,Chen_rgc
Chen_19_D017,Chen_rgc_10x3V31_19_D017_Macular_NeuN_T,HRGC8,2,macula lutea,Chen_rgc
Chen_19_D017,Chen_rgc_10x3V31_19_D017_Macular_NeuN_T,MG_OFF,991,macula lutea,Chen_rgc
Chen_19_D017,Chen_rgc_10x3V31_19_D017_Macular_NeuN_T,MG_ON,656,macula lutea,Chen_rgc
Chen_19_D017,Chen_rgc_10x3V31_19_D017_Macular_NeuN_T,PG_OFF,1,macula lutea,Chen_rgc
Chen_19_D017,Chen_rgc_10x3V31_19_D017_Macular_NeuN_T,PG_ON,3,macula lutea,Chen_rgc
Chen_19_D017,Chen_rgc_10x3V31_19_D017_Macular_NeuN_T,ipRGC,1,macula lutea,Chen_rgc
Chen_19_D019,Chen_a_10x3_Lobe_19_D019_Nu,MG_OFF,7,peripheral region of retina,Chen_a
Chen_19_D019,Chen_a_10x3_Lobe_19_D019_Nu,MG_ON,2,peripheral region of retina,Chen_a
Chen_19_D019,Chen_c_10x3_19_D019,HRGC10,1,macula lutea,Chen_c_GSE247157
Chen_19_D019,Chen_c_10x3_19_D019,HRGC12,1,macula lutea,Chen_c_GSE247157
Chen_19_D019,Chen_c_10x3_19_D019,HRGC14,2,macula lutea,Chen_c_GSE247157
Chen_19_D019,Chen_c_10x3_19_D019,HRGC16,2,macula lutea,Chen_c_GSE247157
Chen_19_D019,Chen_c_10x3_19_D019,HRGC18,1,macula lutea,Chen_c_GSE247157
Chen_19_D019,Chen_c_10x3_19_D019,HRGC19,1,macula lutea,Chen_c_GSE247157
Chen_19_D019,Chen_c_10x3_19_D019,HRGC7,4,macula lutea,Chen_c_GSE247157
Chen_19_D019,Chen_c_10x3_19_D019,HRGC8,6,macula lutea,Chen_c_GSE247157
Chen_19_D019,Chen_c_10x3_19_D019,MG_OFF,197,macula lutea,Chen_c_GSE247157
Chen_19_D019,Chen_c_10x3_19_D019,MG_ON,133,macula lutea,Chen_c_GSE247157
Chen_19_D019,Chen_c_10x3_19_D019,PG_OFF,11,macula lutea,Chen_c_GSE247157
Chen_19_D019,Chen_c_10x3_19_D019,PG_ON,14,macula lutea,Chen_c_GSE247157
Chen_19_D019,Chen_c_10x3_19_D019,ipRGC,2,macula lutea,Chen_c_GSE247157
Chen_D005_13,Chen_a_10x3_Lobe_D005_13_NeuN,MG_OFF,48,peripheral region of retina,Chen_a
Chen_D005_13,Chen_a_10x3_Lobe_D005_13_NeuN,MG_ON,12,peripheral region of retina,Chen_a
Chen_D005_13,Chen_c_10x3_D005_13,MG_OFF,132,macula lutea,Chen_c_GSE247157
Chen_D005_13,Chen_c_10x3_D005_13,MG_ON,47,macula lutea,Chen_c_GSE247157
Chen_D009_13,Chen_a_10x3_Lobe_D009_13_NeuN,MG_OFF,110,peripheral region of retina,Chen_a
Chen_D009_13,Chen_a_10x3_Lobe_D009_13_NeuN,MG_ON,36,peripheral region of retina,Chen_a
Chen_D009_13,Chen_a_10x3_Lobe_D009_13_Nu,MG_OFF,7,peripheral region of retina,Chen_a
Chen_D009_13,Chen_a_10x3_Lobe_D009_13_Nu,MG_ON,2,peripheral region of retina,Chen_a
Chen_D009_13,Chen_c_10x3_D009_13,HRGC10,3,macula lutea,Chen_c_GSE247157
Chen_D009_13,Chen_c_10x3_D009_13,HRGC11,2,macula lutea,Chen_c_GSE247157
Chen_D009_13,Chen_c_10x3_D009_13,HRGC14,3,macula lutea,Chen_c_GSE247157
Chen_D009_13,Chen_c_10x3_D009_13,HRGC19,5,macula lutea,Chen_c_GSE247157
Chen_D009_13,Chen_c_10x3_D009_13,HRGC20,2,macula lutea,Chen_c_GSE247157
Chen_D009_13,Chen_c_10x3_D009_13,HRGC21,1,macula lutea,Chen_c_GSE247157
Chen_D009_13,Chen_c_10x3_D009_13,HRGC7,12,macula lutea,Chen_c_GSE247157
Chen_D009_13,Chen_c_10x3_D009_13,HRGC8,22,macula lutea,Chen_c_GSE247157
Chen_D009_13,Chen_c_10x3_D009_13,MG_OFF,224,macula lutea,Chen_c_GSE247157
Chen_D009_13,Chen_c_10x3_D009_13,MG_ON,138,macula lutea,Chen_c_GSE247157
Chen_D009_13,Chen_c_10x3_D009_13,PG_OFF,7,macula lutea,Chen_c_GSE247157
Chen_D009_13,Chen_c_10x3_D009_13,PG_ON,17,macula lutea,Chen_c_GSE247157
Chen_D009_13,Chen_c_10x3_D009_13,ipRGC,2,macula lutea,Chen_c_GSE247157
Chen_D013_13,Chen_a_10x3_Lobe_D013_13_Nu,MG_OFF,7,peripheral region of retina,Chen_a
Chen_D013_13,Chen_a_10x3_Lobe_D013_13_Nu,MG_ON,7,peripheral region of retina,Chen_a
Chen_D013_13,Chen_c_10x3_D013_13,DS_ON,1,macula lutea,Chen_c_GSE247157
Chen_D013_13,Chen_c_10x3_D013_13,HRGC10,3,macula lutea,Chen_c_GSE247157
Chen_D013_13,Chen_c_10x3_D013_13,HRGC11,2,macula lutea,Chen_c_GSE247157
Chen_D013_13,Chen_c_10x3_D013_13,HRGC19,2,macula lutea,Chen_c_GSE247157
Chen_D013_13,Chen_c_10x3_D013_13,HRGC20,7,macula lutea,Chen_c_GSE247157
Chen_D013_13,Chen_c_10x3_D013_13,HRGC23,1,macula lutea,Chen_c_GSE247157
Chen_D013_13,Chen_c_10x3_D013_13,HRGC7,30,macula lutea,Chen_c_GSE247157
Chen_D013_13,Chen_c_10x3_D013_13,HRGC8,20,macula lutea,Chen_c_GSE247157
Chen_D013_13,Chen_c_10x3_D013_13,HRGC9,1,macula lutea,Chen_c_GSE247157
Chen_D013_13,Chen_c_10x3_D013_13,MG_OFF,559,macula lutea,Chen_c_GSE247157
Chen_D013_13,Chen_c_10x3_D013_13,MG_ON,435,macula lutea,Chen_c_GSE247157
Chen_D013_13,Chen_c_10x3_D013_13,PG_OFF,24,macula lutea,Chen_c_GSE247157
Chen_D013_13,Chen_c_10x3_D013_13,PG_ON,27,macula lutea,Chen_c_GSE247157
Chen_D017_13,Chen_c_10x3_D017_13,MG_OFF,87,macula lutea,Chen_c_GSE247157
Chen_D017_13,Chen_c_10x3_D017_13,MG_ON,53,macula lutea,Chen_c_GSE247157
Chen_D018_13,Chen_c_10x3_D018_13,MG_OFF,85,macula lutea,Chen_c_GSE247157
Chen_D018_13,Chen_c_10x3_D018_13,MG_ON,65,macula lutea,Chen_c_GSE247157
Chen_D019_13,Chen_a_10x_Lobe_D19_13_NeuN,MG_OFF,6,peripheral region of retina,Chen_a
Chen_D019_13,Chen_a_10x_Lobe_D19_13_NeuN,MG_ON,3,peripheral region of retina,Chen_a
Chen_D019_13,Chen_c_10x3_D019_13,MG_OFF,9,macula lutea,Chen_c_GSE247157
Chen_D019_13,Chen_c_10x3_D019_13,MG_ON,5,macula lutea,Chen_c_GSE247157
Chen_D021_13,Chen_a_10x_Lobe_D21_13_NeuN,MG_OFF,10,peripheral region of retina,Chen_a
Chen_D021_13,Chen_a_10x_Lobe_D21_13_NeuN,MG_ON,3,peripheral region of retina,Chen_a
Chen_D021_13,Chen_c_10x3_D021_13,HRGC10,1,macula lutea,Chen_c_GSE247157
Chen_D021_13,Chen_c_10x3_D021_13,HRGC11,2,macula lutea,Chen_c_GSE247157
Chen_D021_13,Chen_c_10x3_D021_13,HRGC12,1,macula lutea,Chen_c_GSE247157
Chen_D021_13,Chen_c_10x3_D021_13,HRGC15,2,macula lutea,Chen_c_GSE247157
Chen_D021_13,Chen_c_10x3_D021_13,HRGC20,2,macula lutea,Chen_c_GSE247157
Chen_D021_13,Chen_c_10x3_D021_13,HRGC21,1,macula lutea,Chen_c_GSE247157
Chen_D021_13,Chen_c_10x3_D021_13,HRGC7,23,macula lutea,Chen_c_GSE247157
Chen_D021_13,Chen_c_10x3_D021_13,HRGC8,6,macula lutea,Chen_c_GSE247157
Chen_D021_13,Chen_c_10x3_D021_13,MG_OFF,312,macula lutea,Chen_c_GSE247157
Chen_D021_13,Chen_c_10x3_D021_13,MG_ON,221,macula lutea,Chen_c_GSE247157
Chen_D021_13,Chen_c_10x3_D021_13,PG_OFF,17,macula lutea,Chen_c_GSE247157
Chen_D021_13,Chen_c_10x3_D021_13,PG_ON,34,macula lutea,Chen_c_GSE247157
Chen_D021_13,Chen_c_10x3_D021_13,ipRGC,1,macula lutea,Chen_c_GSE247157
Chen_D026_13,Chen_a_10x_Lobe_D026_13_NeuN,MG_OFF,76,peripheral region of retina,Chen_a
Chen_D026_13,Chen_a_10x_Lobe_D026_13_NeuN,MG_ON,39,peripheral region of retina,Chen_a
Chen_D026_13,Chen_a_10x_Lobe_D026_13_Nu,MG_OFF,6,peripheral region of retina,Chen_a
Chen_D026_13,Chen_a_10x_Lobe_D026_13_Nu,MG_ON,5,peripheral region of retina,Chen_a
Chen_D026_13,Chen_c_10x3_D026_13,MG_OFF,44,macula lutea,Chen_c_GSE247157
Chen_D026_13,Chen_c_10x3_D026_13,MG_ON,29,macula lutea,Chen_c_GSE247157
Chen_D027_13,Chen_a_10x_Lobe_D27_13_NeuN,MG_OFF,16,peripheral region of retina,Chen_a
Chen_D027_13,Chen_a_10x_Lobe_D27_13_NeuN,MG_ON,5,peripheral region of retina,Chen_a
Chen_D027_13,Chen_c_10x3_D027_13,HRGC10,3,macula lutea,Chen_c_GSE247157
Chen_D027_13,Chen_c_10x3_D027_13,HRGC11,2,macula lutea,Chen_c_GSE247157
Chen_D027_13,Chen_c_10x3_D027_13,HRGC17,1,macula lutea,Chen_c_GSE247157
Chen_D027_13,Chen_c_10x3_D027_13,HRGC19,1,macula lutea,Chen_c_GSE247157
Chen_D027_13,Chen_c_10x3_D027_13,HRGC20,4,macula lutea,Chen_c_GSE247157
Chen_D027_13,Chen_c_10x3_D027_13,HRGC7,16,macula lutea,Chen_c_GSE247157
Chen_D027_13,Chen_c_10x3_D027_13,HRGC8,12,macula lutea,Chen_c_GSE247157
Chen_D027_13,Chen_c_10x3_D027_13,MG_OFF,199,macula lutea,Chen_c_GSE247157
Chen_D027_13,Chen_c_10x3_D027_13,MG_ON,134,macula lutea,Chen_c_GSE247157
Chen_D027_13,Chen_c_10x3_D027_13,PG_OFF,13,macula lutea,Chen_c_GSE247157
Chen_D027_13,Chen_c_10x3_D027_13,PG_ON,7,macula lutea,Chen_c_GSE247157
Chen_D027_13,Chen_c_10x3_D027_13,ipRGC,2,macula lutea,Chen_c_GSE247157
Chen_D028_13,Chen_a_10x_Lobe_D28_13_NeuN,MG_OFF,31,peripheral region of retina,Chen_a
Chen_D028_13,Chen_a_10x_Lobe_D28_13_NeuN,MG_ON,7,peripheral region of retina,Chen_a
Chen_D028_13,Chen_c_10x3_D028_13,MG_OFF,34,macula lutea,Chen_c_GSE247157
Chen_D028_13,Chen_c_10x3_D028_13,MG_ON,19,macula lutea,Chen_c_GSE247157
Chen_D030_13,Chen_a_10x_Lobe_D30_13_NeuN,MG_OFF,212,peripheral region of retina,Chen_a
Chen_D030_13,Chen_a_10x_Lobe_D30_13_NeuN,MG_ON,18,peripheral region of retina,Chen_a
Chen_D030_13,Chen_a_10x_Lobe_D30_13_Nu,MG_OFF,14,peripheral region of retina,Chen_a
Chen_D030_13,Chen_a_10x_Lobe_D30_13_Nu,MG_ON,3,peripheral region of retina,Chen_a
Chen_D030_13,Chen_c_10x3_D030_13_Macular,MG_OFF,62,macula lutea,Chen_c_GSE247157
Chen_D030_13,Chen_c_10x3_D030_13_Macular,MG_ON,16,macula lutea,Chen_c_GSE247157
Hu0218,GSM7596853,HRGC10,17,macula lutea,Shekhar_GSE237204
Hu0218,GSM7596853,HRGC12,7,macula lutea,Shekhar_GSE237204
Hu0218,GSM7596853,HRGC14,27,macula lutea,Shekhar_GSE237204
Hu0218,GSM7596853,HRGC15,7,macula lutea,Shekhar_GSE237204
Hu0218,GSM7596853,HRGC16,6,macula lutea,Shekhar_GSE237204
Hu0218,GSM7596853,HRGC17,18,macula lutea,Shekhar_GSE237204
Hu0218,GSM7596853,HRGC18,4,macula lutea,Shekhar_GSE237204
Hu0218,GSM7596853,HRGC19,1,macula lutea,Shekhar_GSE237204
Hu0218,GSM7596853,HRGC22,2,macula lutea,Shekhar_GSE237204
Hu0218,GSM7596853,HRGC23,1,macula lutea,Shekhar_GSE237204
Hu0218,GSM7596853,HRGC24,1,macula lutea,Shekhar_GSE237204
Hu0218,GSM7596853,HRGC7,102,macula lutea,Shekhar_GSE237204
Hu0218,GSM7596853,HRGC8,4,macula lutea,Shekhar_GSE237204
Hu0218,GSM7596853,HRGC9,20,macula lutea,Shekhar_GSE237204
Hu0218,GSM7596853,MG_OFF,5258,macula lutea,Shekhar_GSE237204
Hu0218,GSM7596853,MG_ON,3145,macula lutea,Shekhar_GSE237204
Hu0218,GSM7596853,PG_OFF,73,macula lutea,Shekhar_GSE237204
Hu0218,GSM7596853,PG_ON,249,macula lutea,Shekhar_GSE237204
Hu0218,GSM7596853,ipRGC,19,macula lutea,Shekhar_GSE237204
Hu0220,GSM7596856,DS_ON,6,macula lutea,Shekhar_GSE237204
Hu0220,GSM7596856,HRGC10,17,macula lutea,Shekhar_GSE237204
Hu0220,GSM7596856,HRGC11,1,macula lutea,Shekhar_GSE237204
Hu0220,GSM7596856,HRGC12,22,macula lutea,Shekhar_GSE237204
Hu0220,GSM7596856,HRGC14,27,macula lutea,Shekhar_GSE237204
Hu0220,GSM7596856,HRGC15,12,macula lutea,Shekhar_GSE237204
Hu0220,GSM7596856,HRGC16,9,macula lutea,Shekhar_GSE237204
Hu0220,GSM7596856,HRGC17,6,macula lutea,Shekhar_GSE237204
Hu0220,GSM7596856,HRGC18,10,macula lutea,Shekhar_GSE237204
Hu0220,GSM7596856,HRGC19,1,macula lutea,Shekhar_GSE237204
Hu0220,GSM7596856,HRGC21,1,macula lutea,Shekhar_GSE237204
Hu0220,GSM7596856,HRGC22,4,macula lutea,Shekhar_GSE237204
Hu0220,GSM7596856,HRGC23,3,macula lutea,Shekhar_GSE237204
Hu0220,GSM7596856,HRGC7,114,macula lutea,Shekhar_GSE237204
Hu0220,GSM7596856,HRGC8,3,macula lutea,Shekhar_GSE237204
Hu0220,GSM7596856,HRGC9,21,macula lutea,Shekhar_GSE237204
Hu0220,GSM7596856,MG_OFF,2130,macula lutea,Shekhar_GSE237204
Hu0220,GSM7596856,MG_ON,1316,macula lutea,Shekhar_GSE237204
Hu0220,GSM7596856,PG_OFF,107,macula lutea,Shekhar_GSE237204
Hu0220,GSM7596856,PG_ON,153,macula lutea,Shekhar_GSE237204
Hu0220,GSM7596856,ipRGC,3,macula lutea,Shekhar_GSE237204
Hu0220,GSM7596857,MG_OFF,13,peripheral region of retina,Shekhar_GSE237204
Hu0220,GSM7596857,MG_ON,4,peripheral region of retina,Shekhar_GSE237204
Hu0235,GSM7596858,DS_ON,1,macula lutea,Shekhar_GSE237204
Hu0235,GSM7596858,HRGC10,6,macula lutea,Shekhar_GSE237204
Hu0235,GSM7596858,HRGC12,3,macula lutea,Shekhar_GSE237204
Hu0235,GSM7596858,HRGC16,1,macula lutea,Shekhar_GSE237204
Hu0235,GSM7596858,HRGC21,1,macula lutea,Shekhar_GSE237204
Hu0235,GSM7596858,HRGC22,2,macula lutea,Shekhar_GSE237204
Hu0235,GSM7596858,HRGC24,1,macula lutea,Shekhar_GSE237204
Hu0235,GSM7596858,HRGC7,1,macula lutea,Shekhar_GSE237204
Hu0235,GSM7596858,HRGC9,9,macula lutea,Shekhar_GSE237204
Hu0235,GSM7596858,MG_OFF,2884,macula lutea,Shekhar_GSE237204
Hu0235,GSM7596858,MG_ON,2473,macula lutea,Shekhar_GSE237204
Hu0235,GSM7596858,PG_OFF,4,macula lutea,Shekhar_GSE237204
Hu0235,GSM7596858,PG_ON,34,macula lutea,Shekhar_GSE237204
Hu0235,GSM7596858,ipRGC,29,macula lutea,Shekhar_GSE237204
Hu0326,GSM7596843,DS_ON,1,macula lutea,Shekhar_GSE237204
Hu0326,GSM7596843,HRGC10,5,macula lutea,Shekhar_GSE237204
Hu0326,GSM7596843,HRGC12,7,macula lutea,Shekhar_GSE237204
Hu0326,GSM7596843,HRGC14,2,macula lutea,Shekhar_GSE237204
Hu0326,GSM7596843,HRGC15,6,macula lutea,Shekhar_GSE237204
Hu0326,GSM7596843,HRGC17,2,macula lutea,Shekhar_GSE237204
Hu0326,GSM7596843,HRGC18,6,macula lutea,Shekhar_GSE237204
Hu0326,GSM7596843,HRGC7,5,macula lutea,Shekhar_GSE237204
Hu0326,GSM7596843,HRGC8,3,macula lutea,Shekhar_GSE237204
Hu0326,GSM7596843,HRGC9,6,macula lutea,Shekhar_GSE237204
Hu0326,GSM7596843,MG_OFF,3450,macula lutea,Shekhar_GSE237204
Hu0326,GSM7596843,MG_ON,860,macula lutea,Shekhar_GSE237204
Hu0326,GSM7596843,PG_OFF,3,macula lutea,Shekhar_GSE237204
Hu0326,GSM7596843,PG_ON,10,macula lutea,Shekhar_GSE237204
Hu0326,GSM7596843,ipRGC,9,macula lutea,Shekhar_GSE237204
Hu0355,GSM7596844,DS_ON,1,macula lutea,Shekhar_GSE237204
Hu0355,GSM7596844,HRGC10,7,macula lutea,Shekhar_GSE237204
Hu0355,GSM7596844,HRGC12,11,macula lutea,Shekhar_GSE237204
Hu0355,GSM7596844,HRGC14,12,macula lutea,Shekhar_GSE237204
Hu0355,GSM7596844,HRGC15,4,macula lutea,Shekhar_GSE237204
Hu0355,GSM7596844,HRGC18,3,macula lutea,Shekhar_GSE237204
Hu0355,GSM7596844,HRGC21,2,macula lutea,Shekhar_GSE237204
Hu0355,GSM7596844,HRGC22,3,macula lutea,Shekhar_GSE237204
Hu0355,GSM7596844,HRGC23,1,macula lutea,Shekhar_GSE237204
Hu0355,GSM7596844,HRGC7,24,macula lutea,Shekhar_GSE237204
Hu0355,GSM7596844,HRGC9,8,macula lutea,Shekhar_GSE237204
Hu0355,GSM7596844,MG_OFF,3842,macula lutea,Shekhar_GSE237204
Hu0355,GSM7596844,MG_ON,2531,macula lutea,Shekhar_GSE237204
Hu0355,GSM7596844,PG_OFF,34,macula lutea,Shekhar_GSE237204
Hu0355,GSM7596844,PG_ON,104,macula lutea,Shekhar_GSE237204
Hu0355,GSM7596844,ipRGC,10,macula lutea,Shekhar_GSE237204
Hu0355,GSM7596845,DS_ON,1,macula lutea,Shekhar_GSE237204
Hu0355,GSM7596845,HRGC10,16,macula lutea,Shekhar_GSE237204
Hu0355,GSM7596845,HRGC11,1,macula lutea,Shekhar_GSE237204
Hu0355,GSM7596845,HRGC12,13,macula lutea,Shekhar_GSE237204
Hu0355,GSM7596845,HRGC14,6,macula lutea,Shekhar_GSE237204
Hu0355,GSM7596845,HRGC15,4,macula lutea,Shekhar_GSE237204
Hu0355,GSM7596845,HRGC21,4,macula lutea,Shekhar_GSE237204
Hu0355,GSM7596845,HRGC22,1,macula lutea,Shekhar_GSE237204
Hu0355,GSM7596845,HRGC23,2,macula lutea,Shekhar_GSE237204
Hu0355,GSM7596845,HRGC7,28,macula lutea,Shekhar_GSE237204
Hu0355,GSM7596845,HRGC8,1,macula lutea,Shekhar_GSE237204
Hu0355,GSM7596845,HRGC9,15,macula lutea,Shekhar_GSE237204
Hu0355,GSM7596845,MG_OFF,4299,macula lutea,Shekhar_GSE237204
Hu0355,GSM7596845,MG_ON,2894,macula lutea,Shekhar_GSE237204
Hu0355,GSM7596845,PG_OFF,32,macula lutea,Shekhar_GSE237204
Hu0355,GSM7596845,PG_ON,146,macula lutea,Shekhar_GSE237204
Hu0355,GSM7596845,ipRGC,12,macula lutea,Shekhar_GSE237204
Hu0563,GSM7596846,HRGC10,1,macula lutea,Shekhar_GSE237204
Hu0563,GSM7596846,HRGC13,5,macula lutea,Shekhar_GSE237204
Hu0563,GSM7596846,HRGC24,6,macula lutea,Shekhar_GSE237204
Hu0563,GSM7596846,HRGC7,5,macula lutea,Shekhar_GSE237204
Hu0563,GSM7596846,MG_OFF,1010,macula lutea,Shekhar_GSE237204
Hu0563,GSM7596846,MG_ON,712,macula lutea,Shekhar_GSE237204
Hu0563,GSM7596846,PG_OFF,4,macula lutea,Shekhar_GSE237204
Hu0563,GSM7596846,PG_ON,18,macula lutea,Shekhar_GSE237204
Hu0563,GSM7596846,ipRGC,4,macula lutea,Shekhar_GSE237204
Hu0563,GSM7596864,MG_OFF,203,peripheral region of retina,Shekhar_GSE237204
Hu0563,GSM7596864,MG_ON,77,peripheral region of retina,Shekhar_GSE237204
Hu0564,GSM7596847,DS_ON,5,macula lutea,Shekhar_GSE237204
Hu0564,GSM7596847,HRGC10,16,macula lutea,Shekhar_GSE237204
Hu0564,GSM7596847,HRGC11,1,macula lutea,Shekhar_GSE237204
Hu0564,GSM7596847,HRGC12,5,macula lutea,Shekhar_GSE237204
Hu0564,GSM7596847,HRGC14,1,macula lutea,Shekhar_GSE237204
Hu0564,GSM7596847,HRGC15,5,macula lutea,Shekhar_GSE237204
Hu0564,GSM7596847,HRGC16,2,macula lutea,Shekhar_GSE237204
Hu0564,GSM7596847,HRGC17,6,macula lutea,Shekhar_GSE237204
Hu0564,GSM7596847,HRGC18,2,macula lutea,Shekhar_GSE237204
Hu0564,GSM7596847,HRGC19,1,macula lutea,Shekhar_GSE237204
Hu0564,GSM7596847,HRGC21,2,macula lutea,Shekhar_GSE237204
Hu0564,GSM7596847,HRGC22,2,macula lutea,Shekhar_GSE237204
Hu0564,GSM7596847,HRGC23,1,macula lutea,Shekhar_GSE237204
Hu0564,GSM7596847,HRGC7,82,macula lutea,Shekhar_GSE237204
Hu0564,GSM7596847,HRGC8,3,macula lutea,Shekhar_GSE237204
Hu0564,GSM7596847,HRGC9,15,macula lutea,Shekhar_GSE237204
Hu0564,GSM7596847,MG_OFF,3279,macula lutea,Shekhar_GSE237204
Hu0564,GSM7596847,MG_ON,2078,macula lutea,Shekhar_GSE237204
Hu0564,GSM7596847,PG_OFF,102,macula lutea,Shekhar_GSE237204
Hu0564,GSM7596847,PG_ON,6,macula lutea,Shekhar_GSE237204
Hu0564,GSM7596847,ipRGC,18,macula lutea,Shekhar_GSE237204
Hu0869,GSM7596849,DS_ON,1,macula lutea,Shekhar_GSE237204
Hu0869,GSM7596849,HRGC10,1,macula lutea,Shekhar_GSE237204
Hu0869,GSM7596849,HRGC14,14,macula lutea,Shekhar_GSE237204
Hu0869,GSM7596849,HRGC15,2,macula lutea,Shekhar_GSE237204
Hu0869,GSM7596849,HRGC16,1,macula lutea,Shekhar_GSE237204
Hu0869,GSM7596849,HRGC18,1,macula lutea,Shekhar_GSE237204
Hu0869,GSM7596849,HRGC19,1,macula lutea,Shekhar_GSE237204
Hu0869,GSM7596849,HRGC20,1,macula lutea,Shekhar_GSE237204
Hu0869,GSM7596849,HRGC21,7,macula lutea,Shekhar_GSE237204
Hu0869,GSM7596849,HRGC23,2,macula lutea,Shekhar_GSE237204
Hu0869,GSM7596849,HRGC7,11,macula lutea,Shekhar_GSE237204
Hu0869,GSM7596849,HRGC8,1,macula lutea,Shekhar_GSE237204
Hu0869,GSM7596849,HRGC9,5,macula lutea,Shekhar_GSE237204
Hu0869,GSM7596849,MG_OFF,2549,macula lutea,Shekhar_GSE237204
Hu0869,GSM7596849,MG_ON,1876,macula lutea,Shekhar_GSE237204
Hu0869,GSM7596849,PG_OFF,11,macula lutea,Shekhar_GSE237204
Hu0869,GSM7596849,PG_ON,42,macula lutea,Shekhar_GSE237204
Hu0869,GSM7596849,ipRGC,21,macula lutea,Shekhar_GSE237204
Hu0887,GSM7596850,HRGC10,8,macula lutea,Shekhar_GSE237204
Hu0887,GSM7596850,HRGC12,2,macula lutea,Shekhar_GSE237204
Hu0887,GSM7596850,HRGC14,2,macula lutea,Shekhar_GSE237204
Hu0887,GSM7596850,HRGC15,3,macula lutea,Shekhar_GSE237204
Hu0887,GSM7596850,HRGC17,1,macula lutea,Shekhar_GSE237204
Hu0887,GSM7596850,HRGC18,4,macula lutea,Shekhar_GSE237204
Hu0887,GSM7596850,HRGC21,2,macula lutea,Shekhar_GSE237204
Hu0887,GSM7596850,HRGC7,20,macula lutea,Shekhar_GSE237204
Hu0887,GSM7596850,HRGC8,3,macula lutea,Shekhar_GSE237204
Hu0887,GSM7596850,HRGC9,4,macula lutea,Shekhar_GSE237204
Hu0887,GSM7596850,MG_OFF,816,macula lutea,Shekhar_GSE237204
Hu0887,GSM7596850,MG_ON,1399,macula lutea,Shekhar_GSE237204
Hu0887,GSM7596850,PG_OFF,20,macula lutea,Shekhar_GSE237204
Hu0887,GSM7596850,PG_ON,45,macula lutea,Shekhar_GSE237204
Hu0887,GSM7596850,ipRGC,14,macula lutea,Shekhar_GSE237204
Hu1059,GSM7596851,DS_ON,1,macula lutea,Shekhar_GSE237204
Hu1059,GSM7596851,HRGC10,8,macula lutea,Shekhar_GSE237204
Hu1059,GSM7596851,HRGC11,1,macula lutea,Shekhar_GSE237204
Hu1059,GSM7596851,HRGC12,4,macula lutea,Shekhar_GSE237204
