donor_id,sampleid,author_cell_type,n_cells,tissue,study
"pooled [Chen_D018_13,Chen_D017_13]",Chen_a_10x_Lobe_D017_18_13_Nu,MG_OFF,7,peripheral region of retina,Chen_a
"pooled [Chen_D018_13,Chen_D017_13]",Chen_a_10x_Lobe_D017_18_13_Nu,MG_ON,5,peripheral region of retina,Chen_a
"pooled [Chen_D018_13,Chen_D026_13]",Chen_a_10x_Lobe_D018_26_13_NeuN,MG_OFF,21,peripheral region of retina,Chen_a
"pooled [Chen_D018_13,Chen_D026_13]",Chen_a_10x_Lobe_D018_26_13_NeuN,MG_ON,4,peripheral region of retina,Chen_a
"pooled [Hu0220,Hu0235]",GSM7596855,MG_OFF,110,macula lutea,Shekhar_GSE237204
"pooled [Hu0220,Hu0235]",GSM7596855,MG_ON,49,macula lutea,Shekhar_GSE237204
"pooled [Hu0326,Hu0355]",GSM7596863,DS_ON,1,peripheral region of retina,Shekhar_GSE237204
"pooled [Hu0326,Hu0355]",GSM7596863,HRGC10,2,peripheral region of retina,Shekhar_GSE237204
"pooled [Hu0326,Hu0355]",GSM7596863,HRGC12,1,peripheral region of retina,Shekhar_GSE237204
"pooled [Hu0326,Hu0355]",GSM7596863,HRGC14,1,peripheral region of retina,Shekhar_GSE237204
"pooled [Hu0326,Hu0355]",GSM7596863,HRGC15,3,peripheral region of retina,Shekhar_GSE237204
"pooled [Hu0326,Hu0355]",GSM7596863,HRGC16,1,peripheral region of retina,Shekhar_GSE237204
"pooled [Hu0326,Hu0355]",GSM7596863,HRGC17,4,peripheral region of retina,Shekhar_GSE237204
"pooled [Hu0326,Hu0355]",GSM7596863,HRGC21,6,peripheral region of retina,Shekhar_GSE237204
"pooled [Hu0326,Hu0355]",GSM7596863,HRGC22,1,peripheral region of retina,Shekhar_GSE237204
"pooled [Hu0326,Hu0355]",GSM7596863,HRGC23,10,peripheral region of retina,Shekhar_GSE237204
"pooled [Hu0326,Hu0355]",GSM7596863,HRGC7,18,peripheral region of retina,Shekhar_GSE237204
"pooled [Hu0326,Hu0355]",GSM7596863,HRGC9,4,peripheral region of retina,Shekhar_GSE237204
"pooled [Hu0326,Hu0355]",GSM7596863,MG_OFF,1053,peripheral region of retina,Shekhar_GSE237204
"pooled [Hu0326,Hu0355]",GSM7596863,MG_ON,416,peripheral region of retina,Shekhar_GSE237204
"pooled [Hu0326,Hu0355]",GSM7596863,PG_OFF,31,peripheral region of retina,Shekhar_GSE237204
"pooled [Hu0326,Hu0355]",GSM7596863,PG_ON,7,peripheral region of retina,Shekhar_GSE237204
"pooled [Hu0326,Hu0355]",GSM7596863,ipRGC,1,peripheral region of retina,Shekhar_GSE237204
"pooled [Hu0564,Hu1059]",GSM7596862,DS_ON,1,peripheral region of retina,Shekhar_GSE237204
"pooled [Hu0564,Hu1059]",GSM7596862,HRGC11,1,peripheral region of retina,Shekhar_GSE237204
"pooled [Hu0564,Hu1059]",GSM7596862,HRGC14,2,peripheral region of retina,Shekhar_GSE237204
"pooled [Hu0564,Hu1059]",GSM7596862,HRGC17,1,peripheral region of retina,Shekhar_GSE237204
"pooled [Hu0564,Hu1059]",GSM7596862,HRGC7,6,peripheral region of retina,Shekhar_GSE237204
"pooled [Hu0564,Hu1059]",GSM7596862,HRGC8,2,peripheral region of retina,Shekhar_GSE237204
"pooled [Hu0564,Hu1059]",GSM7596862,HRGC9,1,peripheral region of retina,Shekhar_GSE237204
"pooled [Hu0564,Hu1059]",GSM7596862,MG_OFF,482,peripheral region of retina,Shekhar_GSE237204
"pooled [Hu0564,Hu1059]",GSM7596862,MG_ON,131,peripheral region of retina,Shekhar_GSE237204
"pooled [Hu0564,Hu1059]",GSM7596862,PG_ON,7,peripheral region of retina,Shekhar_GSE237204
"pooled [Hu0564,Hu1059]",GSM7596862,ipRGC,1,peripheral region of retina,Shekhar_GSE237204
"pooled [Hu0869,Hu0887]",GSM7596865,DS_ON,3,peripheral region of retina,Shekhar_GSE237204
"pooled [Hu0869,Hu0887]",GSM7596865,HRGC10,10,peripheral region of retina,Shekhar_GSE237204
"pooled [Hu0869,Hu0887]",GSM7596865,HRGC11,1,peripheral region of retina,Shekhar_GSE237204
"pooled [Hu0869,Hu0887]",GSM7596865,HRGC14,5,peripheral region of retina,Shekhar_GSE237204
"pooled [Hu0869,Hu0887]",GSM7596865,HRGC15,4,peripheral region of retina,Shekhar_GSE237204
"pooled [Hu0869,Hu0887]",GSM7596865,HRGC16,1,peripheral region of retina,Shekhar_GSE237204
"pooled [Hu0869,Hu0887]",GSM7596865,HRGC17,1,peripheral region of retina,Shekhar_GSE237204
"pooled [Hu0869,Hu0887]",GSM7596865,HRGC21,6,peripheral region of retina,Shekhar_GSE237204
"pooled [Hu0869,Hu0887]",GSM7596865,HRGC22,1,peripheral region of retina,Shekhar_GSE237204
"pooled [Hu0869,Hu0887]",GSM7596865,HRGC23,6,peripheral region of retina,Shekhar_GSE237204
"pooled [Hu0869,Hu0887]",GSM7596865,HRGC7,25,peripheral region of retina,Shekhar_GSE237204
"pooled [Hu0869,Hu0887]",GSM7596865,HRGC9,11,peripheral region of retina,Shekhar_GSE237204
"pooled [Hu0869,Hu0887]",GSM7596865,MG_OFF,524,peripheral region of retina,Shekhar_GSE237204
"pooled [Hu0869,Hu0887]",GSM7596865,MG_ON,663,peripheral region of retina,Shekhar_GSE237204
"pooled [Hu0869,Hu0887]",GSM7596865,PG_OFF,44,peripheral region of retina,Shekhar_GSE237204
"pooled [Hu0869,Hu0887]",GSM7596865,PG_ON,16,peripheral region of retina,Shekhar_GSE237204
"pooled [Hu0869,Hu0887]",GSM7596865,ipRGC,7,peripheral region of retina,Shekhar_GSE237204
sanes2022_Hu082219,GSM7596848,HRGC10,2,macula lutea,Shekhar_GSE237204
sanes2022_Hu082219,GSM7596848,HRGC11,3,macula lutea,Shekhar_GSE237204
sanes2022_Hu082219,GSM7596848,HRGC15,5,macula lutea,Shekhar_GSE237204
sanes2022_Hu082219,GSM7596848,HRGC17,2,macula lutea,Shekhar_GSE237204
sanes2022_Hu082219,GSM7596848,HRGC19,1,macula lutea,Shekhar_GSE237204
sanes2022_Hu082219,GSM7596848,HRGC21,5,macula lutea,Shekhar_GSE237204
sanes2022_Hu082219,GSM7596848,HRGC23,1,macula lutea,Shekhar_GSE237204
sanes2022_Hu082219,GSM7596848,HRGC7,10,macula lutea,Shekhar_GSE237204
sanes2022_Hu082219,GSM7596848,HRGC8,3,macula lutea,Shekhar_GSE237204
sanes2022_Hu082219,GSM7596848,HRGC9,4,macula lutea,Shekhar_GSE237204
sanes2022_Hu082219,GSM7596848,MG_OFF,207,macula lutea,Shekhar_GSE237204
sanes2022_Hu082219,GSM7596848,MG_ON,145,macula lutea,Shekhar_GSE237204
sanes2022_Hu082219,GSM7596848,PG_OFF,3,macula lutea,Shekhar_GSE237204
sanes2022_Hu082219,GSM7596848,PG_ON,7,macula lutea,Shekhar_GSE237204
sanes2022_Hu082219,GSM7596848,ipRGC,1,macula lutea,Shekhar_GSE237204
